English,Tamil
"Of course, let me take a look. Open wide and let me see which tooth is causing the pain. ","நிச்சயமாக, நான் பார்க்கிறேன். அகலமாகத் திறந்து, எந்தப் பல் வலியை ஏற்படுத்துகிறது என்று பார்க்கிறேன்."
It looks like you have a cavity in that tooth. How long have you been experiencing the pain?,அந்த பல்லில் உங்களுக்கு குழி இருப்பது போல் தெரிகிறது. நீங்கள் எவ்வளவு காலமாக வலியை அனுபவிக்கிறீர்கள்?
"Try to avoid eating or drinking anything too hot or cold, as that can exacerbate the pain.","மிகவும் சூடாக அல்லது குளிர்ச்சியாக எதையும் சாப்பிடுவதையோ அல்லது குடிப்பதையோ தவிர்க்க முயற்சி செய்யுங்கள், ஏனெனில் அது வலியை அதிகரிக்கலாம்."
Continue taking the ibuprofen as directed until you can pick up the stronger medication.,நீங்கள் வலுவான மருந்தை எடுத்துக்கொள்ளும் வரை இப்யூபுரூஃபனை இயக்கியபடி தொடர்ந்து எடுத்துக் கொள்ளுங்கள்.
I've been having really bad headaches lately.,எனக்கு சமீபகாலமாக தலைவலி அதிகம்.
When do they happen and how long do they last?,"அவை எப்போது நிகழ்கின்றன, எவ்வளவு காலம் நீடிக்கும்?"
"I've tried taking some over-the-counter painkillers, but they don't seem to help.","நான் சில ஓவர்-தி-கவுன்டர் வலி நிவாரணிகளை எடுக்க முயற்சித்தேன், ஆனால் அவை உதவவில்லை."
we'll need to run some tests to determine the cause of your headaches.,உங்கள் தலைவலிக்கான காரணத்தைக் கண்டறிய நாங்கள் சில சோதனைகளை நடத்த வேண்டும்.
I suggest avoiding triggers like stress or certain foods,மன அழுத்தம் அல்லது சில உணவுகள் போன்ற தூண்டுதல்களைத் தவிர்க்க பரிந்துரைக்கிறேன்
And make sure to get enough sleep and stay hydrated.,மற்றும் போதுமான தூக்கம் மற்றும் நீரேற்றம் இருக்க உறுதி.
"Hi, doctor. I've been having some chest pain lately, and I'm not sure what's causing it.","வணக்கம், மருத்துவர். எனக்கு சமீப காலமாக நெஞ்சு வலி வருகிறது, அதற்கு என்ன காரணம் என்று தெரியவில்லை."
"Hello, it's good that you came to see me. Can you tell me more about the chest pain? When does it occur, how long does it last, and what does it feel like? ","வணக்கம், நீங்கள் என்னைப் பார்க்க வந்தது நல்லது. நெஞ்சு வலி பற்றி மேலும் சொல்ல முடியுமா? இது எப்போது நிகழ்கிறது, எவ்வளவு காலம் நீடிக்கும், அது எப்படி இருக்கும்?"
"It usually happens when I'm exercising or doing physical activity, and it lasts for a few minutes. It feels like a sharp, stabbing pain","நான் உடற்பயிற்சி செய்யும் போது அல்லது உடல் செயல்பாடுகளைச் செய்யும்போது இது வழக்கமாக நிகழ்கிறது, அது சில நிமிடங்கள் நீடிக்கும். இது ஒரு கூர்மையான, குத்தல் வலி போல் உணர்கிறது"
"Okay, that's helpful information. Have you noticed any shortness of breath or sweating when you experience the pain?","சரி, பயனுள்ள தகவல். நீங்கள் வலியை அனுபவிக்கும் போது மூச்சுத் திணறல் அல்லது வியர்வையை நீங்கள் கவனித்தீர்களா?"
"Yes, I have noticed some shortness of breath and sweating as well.","ஆம், சில மூச்சுத் திணறல் மற்றும் வியர்வையையும் நான் கவனித்தேன்."
"Based on your symptoms, it's possible that you could be experiencing angina, which is a type of chest pain that occurs when the heart doesn't get enough blood and oxygen. I recommend that we do some tests to determine the cause of your symptoms. I'd like to order an electrocardiogram and a stress test to evaluate your heart's function. ","உங்கள் அறிகுறிகளின் அடிப்படையில், இதயத்திற்கு போதுமான இரத்தம் மற்றும் ஆக்ஸிஜன் கிடைக்காதபோது ஏற்படும் ஒரு வகையான மார்பு வலியான ஆஞ்சினாவை நீங்கள் அனுபவிக்கலாம். உங்கள் அறிகுறிகளின் காரணத்தைத் தீர்மானிக்க சில சோதனைகளை நாங்கள் செய்ய பரிந்துரைக்கிறேன். உங்கள் இதயத்தின் செயல்பாட்டை மதிப்பிடுவதற்கு எலக்ட்ரோ கார்டியோகிராம் மற்றும் மன அழுத்த பரிசோதனையை ஆர்டர் செய்ய விரும்புகிறேன்."
" Okay, that sounds good. What should I expect during those tests?","சரி, நன்றாக இருக்கிறது. அந்த சோதனைகளின் போது நான் என்ன எதிர்பார்க்க வேண்டும்?"
"The electrocardiogram is a painless test that measures the electrical activity of your heart. During a stress test, you'll be asked to walk on a treadmill or ride a stationary bike while your heart rate is monitored. This will help us evaluate your heart's response to physical activity.","எலக்ட்ரோ கார்டியோகிராம் என்பது உங்கள் இதயத்தின் மின் செயல்பாட்டை அளவிடும் வலியற்ற சோதனை. மன அழுத்த பரிசோதனையின் போது, ​​உங்கள் இதயத் துடிப்பைக் கண்காணிக்கும் போது டிரெட்மில்லில் நடக்க அல்லது நிலையான பைக்கை ஓட்டச் சொல்லப்படுவீர்கள். உடல் செயல்பாடுகளுக்கு உங்கள் இதயத்தின் பதிலை மதிப்பீடு செய்ய இது எங்களுக்கு உதவும்."
"Alright, I'll schedule those tests as soon as possible. Thank you, doctor. ","சரி, அந்த சோதனைகளை கூடிய விரைவில் திட்டமிடுகிறேன். நன்றி, மருத்துவர்."
"Hi, doctor. I've been feeling really tired and run-down lately, and I don't know why.","வணக்கம், மருத்துவர். நான் சமீப காலமாக மிகவும் சோர்வாகவும் சோர்வாகவும் உணர்கிறேன், ஏன் என்று எனக்குத் தெரியவில்லை."
"Hello. Can you tell me more about your symptoms? When did they start, and have you noticed anything else unusual?","வணக்கம். உங்கள் அறிகுறிகளைப் பற்றி மேலும் சொல்ல முடியுமா? அவை எப்போது தொடங்கப்பட்டன, மேலும் அசாதாரணமான எதையும் நீங்கள் கவனித்தீர்களா?"
"The tiredness has been going on for a few weeks now. I also have trouble sleeping at night, and sometimes I feel like I'm sweating more than usual.","இப்போது சில வாரங்களாக சோர்வு தொடர்கிறது. எனக்கும் இரவில் தூங்குவதில் சிக்கல் உள்ளது, மேலும் சில சமயங்களில் வழக்கத்தை விட அதிகமாக வியர்ப்பது போல் உணர்கிறேன்."
"Okay, those are definitely concerning symptoms. I'd like to run some tests to see if there's an underlying medical condition causing your fatigue. I'll order some blood work to check your thyroid function and rule out any infections. ","சரி, அவை நிச்சயமாக அறிகுறிகளைப் பற்றியது. உங்கள் சோர்வை ஏற்படுத்தும் அடிப்படை மருத்துவ நிலை உள்ளதா என்பதைப் பார்க்க சில சோதனைகளை நடத்த விரும்புகிறேன். உங்களின் தைராய்டு செயல்பாட்டைச் சரிபார்த்து, நோய்த்தொற்றுகள் ஏதும் ஏற்படாமல் இருக்க சில இரத்தப் பணிகளுக்கு நான் உத்தரவிடுகிறேன்."
"Alright, sounds good. What do you think could be causing these symptoms?","சரி, நன்றாக இருக்கிறது. இந்த அறிகுறிகளுக்கு என்ன காரணம் என்று நீங்கள் நினைக்கிறீர்கள்?"
" Based on your symptoms, it's possible that you could have an overactive thyroid gland, which can cause fatigue, sweating, and difficulty sleeping. However, we won't know for sure until we get the test results back. I'd also like to discuss your sleep habits and any stressors in your life that could be contributing to your symptoms.","உங்கள் அறிகுறிகளின் அடிப்படையில், நீங்கள் ஒரு அதிகப்படியான தைராய்டு சுரப்பியைக் கொண்டிருக்கலாம், இது சோர்வு, வியர்வை மற்றும் தூங்குவதில் சிரமத்தை ஏற்படுத்தும். இருப்பினும், சோதனை முடிவுகளை நாங்கள் திரும்பப் பெறும் வரை உறுதியாகத் தெரியாது. உங்களின் உறக்கப் பழக்கம் மற்றும் உங்கள் வாழ்வில் உங்கள் அறிகுறிகளுக்கு பங்களிக்கும் மன அழுத்தங்கள் பற்றி விவாதிக்க விரும்புகிறேன்."
That makes sense. What can I do in the meantime to feel better?,அறிவுபூர்வமாக உள்ளது. நன்றாக உணர இதற்கிடையில் நான் என்ன செய்ய முடியும்?
"In the meantime, I recommend focusing on getting enough rest and staying hydrated. You can also try to reduce stress by practicing relaxation techniques like deep breathing or meditation. If your symptoms get worse or you develop new symptoms, please let me know.","இதற்கிடையில், போதுமான ஓய்வு மற்றும் நீரேற்றத்துடன் இருப்பதில் கவனம் செலுத்த பரிந்துரைக்கிறேன். ஆழ்ந்த சுவாசம் அல்லது தியானம் போன்ற தளர்வு நுட்பங்களைப் பயிற்சி செய்வதன் மூலம் மன அழுத்தத்தைக் குறைக்க முயற்சி செய்யலாம். உங்கள் அறிகுறிகள் மோசமாக இருந்தால் அல்லது புதிய அறிகுறிகளை நீங்கள் உருவாக்கினால், தயவுசெய்து எனக்குத் தெரியப்படுத்தவும்."
"Okay, thank you, doctor. I'll do my best to take care of myself","சரி, நன்றி டாக்டர். என்னைக் கவனித்துக் கொள்ள என்னால் முடிந்த அனைத்தையும் செய்வேன்"
"Hi, doctor. I'm here for my annual physical exam.","வணக்கம், மருத்துவர். எனது ஆண்டு உடல் பரிசோதனைக்காக வந்துள்ளேன்."
Hello. It's good to see you. Have you noticed any changes in your health since your last exam?,வணக்கம். உங்களைப் பார்ப்பது நல்லது. உங்கள் கடைசி தேர்வில் இருந்து உங்கள் உடல்நிலையில் ஏதேனும் மாற்றங்கள் ஏற்பட்டுள்ளதா?
"Hello, how are you feeling today?","வணக்கம், இன்று எப்படி உணர்கிறீர்கள்?"
"Not too well, doctor. I've been experiencing some pain in my chest and shortness of breath.",உடம்பு சரியில்லை டாக்டர். எனக்கு நெஞ்சு வலி மற்றும் மூச்சுத் திணறல் ஏற்பட்டது.
I see. When did these symptoms start?,நான் பார்க்கிறேன். இந்த அறிகுறிகள் எப்போது தொடங்கியது?
"In the meantime, I'm going to prescribe you some medication to help with the pain and shortness of breath. It's important that you take it as directed.","இதற்கிடையில், வலி ​​மற்றும் மூச்சுத் திணறலுக்கு உதவும் சில மருந்துகளை நான் உங்களுக்கு பரிந்துரைக்கப் போகிறேன். நீங்கள் அதை இயக்கியபடி எடுத்துக்கொள்வது முக்கியம்."
"Thank you, doctor. What do you think could be causing these symptoms?","நன்றி, மருத்துவர். இந்த அறிகுறிகளுக்கு என்ன காரணம் என்று நீங்கள் நினைக்கிறீர்கள்?"
"It's difficult to say at this point, but we'll have a better idea once we get the test results back. It could be anything from a respiratory infection to a more serious heart condition. We'll need to take it one step at a time.","இந்த கட்டத்தில் சொல்வது கடினம், ஆனால் சோதனை முடிவுகளை மீண்டும் பெற்றவுடன் எங்களுக்கு ஒரு சிறந்த யோசனை கிடைக்கும். இது சுவாச தொற்று முதல் மிகவும் தீவிரமான இதய நிலை வரை எதுவாகவும் இருக்கலாம். நாம் அதை ஒரு நேரத்தில் ஒரு படி எடுக்க வேண்டும்."
"Hi doctor, I've been having a fever for the past three days and it doesn't seem to be going down. I'm also feeling quite weak.","வணக்கம் டாக்டர், எனக்கு கடந்த மூன்று நாட்களாக காய்ச்சல் இருந்தது, அது குறைவதாக தெரியவில்லை. நானும் மிகவும் பலவீனமாக உணர்கிறேன்."
I see. Have you been taking any medication for the fever?,நான் பார்க்கிறேன். காய்ச்சலுக்கு ஏதாவது மருந்து சாப்பிட்டீர்களா?
"Yes, I've been taking paracetamol, but it only brings down the fever temporarily. ","ஆம், நான் பாராசிட்டமால் எடுத்து வருகிறேன், ஆனால் அது காய்ச்சலை தற்காலிகமாக குறைக்கிறது."
"Thank you, doctor. How long do you think it will take for me to recover? ","நன்றி, மருத்துவர். நான் குணமடைய எவ்வளவு காலம் ஆகும் என்று நினைக்கிறீர்கள்?"
"No, not really. Just a bit of a headache and body ache.","இல்லை, உண்மையில் இல்லை. கொஞ்சம் தலைவலி மற்றும் உடல் வலி."
It depends on how quickly your body can fight off the infection. ,உங்கள் உடல் எவ்வளவு விரைவாக தொற்றுநோயை எதிர்த்துப் போராட முடியும் என்பதைப் பொறுத்தது.
You can try taking over-the-counter pain relievers like ibuprofen or acetaminophen. ,நீங்கள் இப்யூபுரூஃபன் அல்லது அசெட்டமினோஃபென் போன்ற வலி நிவாரணிகளை எடுத்துச் செல்ல முயற்சி செய்யலாம்.
"Hi, doctor. I've been having a lot of stomach pain recently, especially after eating. I think it might be an ulcer.","வணக்கம், மருத்துவர். எனக்கு சமீப காலமாக வயிறு வலிக்கிறது, குறிப்பாக சாப்பிட்ட பிறகு. அல்சராக இருக்கலாம் என்று நினைக்கிறேன்."
I see. How long have you been experiencing these symptoms? ,நான் பார்க்கிறேன். இந்த அறிகுறிகளை நீங்கள் எவ்வளவு காலமாக அனுபவித்து வருகிறீர்கள்?
"It's been going on for a few weeks now. It started off as just a little discomfort, but now it's gotten a lot worse.","இப்போது சில வாரங்களாக இது நடந்து கொண்டிருக்கிறது. இது ஒரு சிறிய அசௌகரியமாக தொடங்கியது, ஆனால் இப்போது அது மிகவும் மோசமாகிவிட்டது."
"Okay. Have you noticed any other symptoms, such as nausea or vomiting? ",சரி. குமட்டல் அல்லது வாந்தி போன்ற வேறு ஏதேனும் அறிகுறிகளை நீங்கள் கவனித்திருக்கிறீர்களா?
"Yes, I've been feeling nauseous and have vomited a few times as well. ","ஆம், நான் குமட்டல் மற்றும் சில முறை வாந்தி எடுத்துள்ளேன்."
It's important that you take the medication as directed and avoid any foods or drinks that might irritate your stomach. ,உங்கள் வயிற்றை எரிச்சலூட்டும் உணவுகள் அல்லது பானங்களைத் தவிர்ப்பது மற்றும் இயக்கியபடி மருந்துகளை எடுத்துக்கொள்வது முக்கியம்.
"You should also try to reduce your stress levels, as stress can make ulcers worse. ","மன அழுத்தம் புண்களை மோசமாக்கும் என்பதால், உங்கள் மன அழுத்தத்தை குறைக்க முயற்சிக்க வேண்டும்."
"It's hard to say exactly, as everyone's body reacts differently to medication. However, you should start to feel some relief from the pain and other symptoms within a few days.","ஒவ்வொருவரின் உடலும் மருந்துகளுக்கு வித்தியாசமாக செயல்படுவதால், சரியாகச் சொல்வது கடினம். இருப்பினும், சில நாட்களுக்குள் வலி மற்றும் பிற அறிகுறிகளில் இருந்து சிறிது நிவாரணம் பெறத் தொடங்க வேண்டும்."
"You're welcome. If you have any other concerns or if your symptoms don't improve, please don't hesitate to come back and see me.","நீங்கள் வரவேற்கிறேன். உங்களுக்கு வேறு ஏதேனும் கவலைகள் இருந்தால் அல்லது உங்கள் அறிகுறிகள் மேம்படவில்லை என்றால், தயவுசெய்து திரும்பி வந்து என்னைப் பார்க்க தயங்க வேண்டாம்."
"I am having trouble with my eyes. They have been itchy, sore and watery since last night. I think they are a little bit swollen too.","எனக்கு கண்களில் சிக்கல் உள்ளது. நேற்றிரவு முதல் அவர்களுக்கு அரிப்பு, புண் மற்றும் நீர்க்கட்டி உள்ளது. அவங்களும் கொஞ்சம் வீங்கி இருப்பாங்கன்னு நினைக்கிறேன்."
 Let me take a look. Your eyes are indeed swollen and red too. Did you scratch them?,நான் ஒரு முறை பார்க்கிறேன். உங்கள் கண்கள் உண்மையில் வீங்கி சிவந்திருக்கும். நீங்கள் அவற்றைக் கீறினீர்களா?
I did scratch them because they were itchy.,அவை அரிப்பதால் நான் அவற்றை கீறினேன்.
"You should never scratch your eyes with your hands, as it is possible that you might transfer germs to your eyes. Whenever you feel itchy or sore, always wash them with cold water.","உங்கள் கண்களை உங்கள் கைகளால் கீறக்கூடாது, ஏனெனில் உங்கள் கண்களுக்கு கிருமிகள் பரவும் வாய்ப்பு உள்ளது. உங்களுக்கு அரிப்பு அல்லது புண் ஏற்படும் போதெல்லாம், அவற்றை எப்போதும் குளிர்ந்த நீரில் கழுவவும்."
"I did wash them with water and also put some saline eye drops, but all of that was in vain. The itch won’t go away. It has even started to pain.","நான் அவற்றை தண்ணீரில் கழுவினேன், மேலும் சில உமிழ்நீர் சொட்டுகளை வைத்தேன், ஆனால் அது அனைத்தும் வீண். அரிப்பு நீங்காது. வலி கூட ஆரம்பித்துவிட்டது."
This looks like an eye infection. ,இது கண் தொற்று போல் தெரிகிறது.
Many people are having it owning to the weather change.,வானிலை மாற்றத்தால் பலர் அதை சொந்தமாக வைத்திருக்கிறார்கள்.
I’ll put some eye drops for now and will also prescribe the eye drops for later use.,"நான் இப்போதைக்கு சில கண் சொட்டுகளை போடுகிறேன், பின்னர் பயன்படுத்த கண் சொட்டு மருந்துகளையும் பரிந்துரைக்கிறேன்."
Please give me something that will give me instant relief.,தயவு செய்து எனக்கு உடனடி நிவாரணம் அளிக்கும் ஏதாவது ஒன்றை கொடுங்கள்.
I wasn’t able to sleep last night because of the pain.,வலியின் காரணமாக நேற்று இரவு என்னால் தூங்க முடியவில்லை.
"Here, open your eyes so I can put the drops.","இதோ, கண்களைத் திற, அதனால் நான் சொட்டுகளை வைக்கிறேன்."
"Remember, do not scratch your eye with your hands or any cloth.","நினைவில் கொள்ளுங்கள், உங்கள் கைகளால் அல்லது எந்த துணியால் உங்கள் கண்ணைக் கீற வேண்டாம்."
Use this drops at least four to five times a day and keep washing your eyes with cold water. ,"இந்த சொட்டு மருந்தை ஒரு நாளைக்கு குறைந்தது நான்கு முதல் ஐந்து முறை பயன்படுத்தவும், உங்கள் கண்களை குளிர்ந்த நீரில் கழுவவும்."
"If you do not get any relief, visit me in the evening.","உங்களுக்கு நிவாரணம் கிடைக்கவில்லை என்றால், மாலையில் என்னைப் பாருங்கள்."
" Thank you, doctor. Hopefully, I will not have to revisit you!","நன்றி, மருத்துவர். நான் உங்களை மீண்டும் சந்திக்க வேண்டியதில்லை என்று நம்புகிறேன்!"
"Hello, what seems to be the problem?","வணக்கம், என்ன பிரச்சனை என்று தெரிகிறது?"
 I have chest pain.,எனக்கு நெஞ்சு வலி.
How did the pain begin? What were you doing?,வலி எப்படி தொடங்கியது? நீங்கள் என்ன செய்து கொண்டிருந்தீர்கள்?
"I was resting, and suddenly felt a stinging sensation around my chest region.","நான் ஓய்வெடுத்துக் கொண்டிருந்தேன், திடீரென்று என் மார்புப் பகுதியைச் சுற்றி ஒரு கூச்ச உணர்வு ஏற்பட்டது."
"Did you workout before? Almost half of the ischemic conditions occur after physical activity, emotional stress, or after consumption of alcoholic beverages.","நீங்கள் முன்பு உடற்பயிற்சி செய்தீர்களா? உடல் செயல்பாடு, உணர்ச்சி மன அழுத்தம் அல்லது மது பானங்களை உட்கொண்ட பிறகு கிட்டத்தட்ட பாதி இஸ்கிமிக் நிலைமைகள் ஏற்படுகின்றன."
"No doctor, I did not work out or consume any alcoholic beverage.","டாக்டர் இல்லை, நான் உடற்பயிற்சி செய்யவில்லை அல்லது மதுபானம் அருந்தவில்லை."
Have you previously ever had the same sort of pain?,இதற்கு முன்பு நீங்கள் இதே போன்ற வலியை அனுபவித்திருக்கிறீர்களா?
Can you please describe the pain and how long has it been bothering you?,தயவு செய்து அந்த வலியை விவரிக்க முடியுமா மற்றும் அது எவ்வளவு காலமாக உங்களை தொந்தரவு செய்கிறது?
"My chest feels constricted as if I am drowning. It has been approximately 30 minutes since I felt the pain. Sometimes it is a stabbing pain, other times it subsides, and begins anew.","நான் மூழ்குவது போல் என் நெஞ்சு சுருங்குகிறது. நான் வலியை உணர்ந்து சுமார் 30 நிமிடங்கள் ஆகிவிட்டது. சில நேரங்களில் அது ஒரு குத்தல் வலி, மற்ற நேரங்களில் அது குறைந்து, புதிதாக தொடங்குகிறது."
"Tell me, exactly where it hurts?","சொல்லுங்கள், சரியாக எங்கே வலிக்கிறது?"
"It’s on my sternum, then it expands on both sides of my chest mostly on the left side","இது என் மார்பெலும்பில் உள்ளது, பின்னர் அது என் மார்பின் இருபுறமும் பெரும்பாலும் இடது பக்கத்தில் விரிவடைகிறது"
Have you used any medication?,நீங்கள் ஏதேனும் மருந்து உபயோகித்திருக்கிறீர்களா?
"Nitro-glycerine, but I don’t think it had any effect.","நைட்ரோகிளிசரின், ஆனால் அது எந்த விளைவையும் ஏற்படுத்தவில்லை என்று நினைக்கிறேன்."
Do you have any other problems? You appear very pale to me right now.,உங்களுக்கு வேறு ஏதேனும் பிரச்சனைகள் உள்ளதா? நீங்கள் இப்போது எனக்கு மிகவும் வெளிர் நிறமாகத் தோன்றுகிறீர்கள்.
" have a hard time catching my breath sometimes, feels like I am choking.","சில சமயங்களில் மூச்சு விடுவதில் சிரமமாக இருக்கிறது, நான் மூச்சுத் திணறுவது போல் உணர்கிறேன்."
"I will prescribe you some medicines for temporary relief, but I recommend you to get an ECG done, and visit me immediately.","தற்காலிக நிவாரணத்திற்காக நான் உங்களுக்கு சில மருந்துகளை பரிந்துரைப்பேன், ஆனால் ECG செய்து கொள்ளுமாறு பரிந்துரைக்கிறேன், உடனடியாக என்னைப் பார்க்கவும்."
"Thank you, doctor, I will soon visit you with my ECG reports.","நன்றி, மருத்துவரே, எனது ECG அறிக்கைகளுடன் விரைவில் உங்களைச் சந்திக்கிறேன்."
"ell me, how are you feeling after the surgery?","சரி, அறுவை சிகிச்சைக்குப் பிறகு நீங்கள் எப்படி உணர்கிறீர்கள்?"
"I feel terrible, my entire body is aching, and I can’t stop shivering.","நான் பயங்கரமாக உணர்கிறேன், என் உடல் முழுவதும் வலிக்கிறது, மேலும் என்னால் நடுக்கத்தை நிறுத்த முடியவில்லை."
" My vision is blurry, my mouth is dry, and I feel fragile and dizzy when I get out of the bed.","என் பார்வை மங்கலாக உள்ளது, என் வாய் வறண்டு இருக்கிறது, நான் படுக்கையில் இருந்து எழுந்தவுடன் உடையக்கூடிய மற்றும் மயக்கமாக உணர்கிறேன்."
That is to be expected after a severe operation.,கடுமையான அறுவை சிகிச்சைக்குப் பிறகு இது எதிர்பார்க்கப்படுகிறது.
"I know, but I get so warm that I feel like I am burning up, and recently my body feels itchy.","எனக்குத் தெரியும், ஆனால் நான் மிகவும் சூடாக இருக்கிறேன், நான் எரிவதைப் போல உணர்கிறேன், சமீபத்தில் என் உடல் அரிப்பு ஏற்படுகிறது."
"You have a fever or maybe an infection, describe exactly where you are aching the most.","உங்களுக்கு காய்ச்சல் அல்லது தொற்று இருக்கலாம், நீங்கள் எங்கு அதிகமாக வலிக்கிறது என்பதை சரியாக விவரிக்கவும்."
" I think my back and legs hurt the most, they are throbbing, and I think they are also swollen.","என் முதுகு மற்றும் கால்கள் மிகவும் வலிக்கிறது, அவை துடிக்கின்றன, மேலும் அவை வீங்கியிருப்பதாக நான் நினைக்கிறேன்."
"Okay, I am going to check your temperature and your pulse. You may need an antibiotic if you have an infection.","சரி, நான் உங்கள் வெப்பநிலை மற்றும் துடிப்பை சரிபார்க்கப் போகிறேன். உங்களுக்கு தொற்று இருந்தால் ஆண்டிபயாடிக் தேவைப்படலாம்."
"Can you give me something for the pain, my whole body is sore, and my head is aching too.","வலிக்கு ஏதாவது கொடுங்க, உடம்பெல்லாம் வலிக்குது, தலையும் வலிக்கிறது."
"Your temperature seems fine, so you don’t have any fever. I will prescribe you some pain killers, for now, but I think this is just a post-surgery pain.","உங்கள் வெப்பநிலை நன்றாக உள்ளது, அதனால் உங்களுக்கு காய்ச்சல் இல்லை. நான் உங்களுக்கு சில வலி நிவாரணிகளை பரிந்துரைக்கிறேன், ஆனால் இது அறுவை சிகிச்சைக்கு பிந்தைய வலி என்று நினைக்கிறேன்."
"I’ve got a stomach ache, doctor.",எனக்கு வயிறு வலிக்கிறது டாக்டர்.
I have got sharp pain and heartburn.,எனக்கு கடுமையான வலி மற்றும் நெஞ்செரிச்சல் உள்ளது.
How long have you had this pain and acidity?,உங்களுக்கு எவ்வளவு நாளாக இந்த வலியும் அசிடிட்டியும் இருக்கிறது?
"For two days now. It does not go away! I eat, and after every meal, my stomach hurts. At night the pain seems to double up","இப்போது இரண்டு நாட்களாக. அது போகாது! நான் சாப்பிடுகிறேன், ஒவ்வொரு உணவிற்கும் பிறகு, என் வயிறு வலிக்கிறது. இரவில் வலி இரட்டிப்பாகும்"
"Is the pain continuous, or does it come and go occasionally?","வலி தொடர்கிறதா, அல்லது அவ்வப்போது வந்து செல்கிறதா?"
"It comes and goes. It hurts me the most after every meal. Other times, the pain isn’t that severe.","அது வந்து போகும். ஒவ்வொரு உணவிற்கும் பிறகு இது எனக்கு மிகவும் வலிக்கிறது. மற்ற நேரங்களில், வலி ​​மிகவும் கடுமையானதாக இருக்காது."
Is there any kind of food that affects you?,உங்களைப் பாதிக்கும் உணவு ஏதேனும் உண்டா?
Greasy ones and food which has got coconut milk in it.,எண்ணெய் மற்றும் தேங்காய் பால் கலந்த உணவு.
"Okay, and wherein the abdomen does it hurt? Please point it out. Does the pain travel to your chest or shoulder?","சரி, எங்க வயிறு வலிக்கிறது? தயவுசெய்து அதை சுட்டிக்காட்டவும். வலி உங்கள் மார்பு அல்லது தோள்பட்டைக்கு செல்கிறதா?"
"It hurts in the middle. Sometimes, the pain travels across my abdomen","நடுவில் வலிக்கிறது. சில நேரங்களில், வலி ​​என் வயிறு முழுவதும் செல்கிறது"
" Have you notice any change in the consistency of your bowel movement? By any chance, have you noticed blood or a colour change?","உங்கள் குடல் இயக்கத்தின் நிலைத்தன்மையில் ஏதேனும் மாற்றத்தை நீங்கள் கவனித்தீர்களா? எந்த சந்தர்ப்பத்திலும், இரத்தம் அல்லது நிற மாற்றத்தை நீங்கள் கவனித்திருக்கிறீர்களா?"
Alright. I will examine your faeces to check if there is any kind of parasite. I would also like to examine your upper gastrointestinal system through x-rays and contrast.,சரி. ஏதேனும் ஒட்டுண்ணி இருக்கிறதா என்பதை அறிய உங்கள் மலத்தை நான் பரிசோதிப்பேன். எக்ஸ்ரே மற்றும் கான்ட்ராஸ்ட் மூலம் உங்கள் மேல் இரைப்பை குடல் அமைப்பையும் ஆய்வு செய்ய விரும்புகிறேன்.
"You will have to drink a thick substance, and the radiologist will see how you digest the substance. ","நீங்கள் ஒரு தடிமனான பொருளைக் குடிக்க வேண்டும், மேலும் கதிரியக்க நிபுணர் நீங்கள் பொருளை எவ்வாறு ஜீரணிக்கிறீர்கள் என்பதைப் பார்ப்பார்."
I have let the staff know about your X-Ray.,உங்களின் எக்ஸ்ரே பற்றி ஊழியர்களுக்கு தெரியப்படுத்தினேன்.
That is why I want that test. An x-ray of the upper intestine sometimes cannot detect an ulcer or other irritation.,அதனால்தான் எனக்கு அந்த சோதனை வேண்டும். மேல் குடலின் எக்ஸ்ரே சில நேரங்களில் புண் அல்லது பிற எரிச்சலைக் கண்டறிய முடியாது.
"If the pain persists after some antibiotics, you will need an endoscopy. Any other questions?","சில நுண்ணுயிர் எதிர்ப்பிகளுக்குப் பிறகு வலி தொடர்ந்தால், உங்களுக்கு எண்டோஸ்கோபி தேவைப்படும். வேறு ஏதேனும் கேள்விகள்?"
"Get your x-ray done immediately since we have a vacancy now, and visit me as soon as you get your reports. Goodbye.","எங்களிடம் இப்போது காலியிடம் இருப்பதால் உங்கள் எக்ஸ்ரேயை உடனடியாகச் செய்து, உங்கள் அறிக்கைகளைப் பெற்றவுடன் என்னைப் பார்க்கவும். பிரியாவிடை."
"I’ve been having some pain in my joints recently, especially the knees.","எனக்கு சமீபகாலமாக மூட்டுகளில், குறிப்பாக முழங்கால்களில் கொஞ்சம் வலி இருக்கிறது."
 I’d say it started three to four months ago. It has been getting worse recently.,இது மூன்று நான்கு மாதங்களுக்கு முன்பு தொடங்கியது என்று நான் கூறுவேன். சமீபகாலமாக மோசமாகி வருகிறது.
" Are you having any other problems like weakness, fatigue or headaches?","உங்களுக்கு பலவீனம், சோர்வு அல்லது தலைவலி போன்ற வேறு ஏதேனும் பிரச்சனைகள் உள்ளதா?"
"Well, I have certainly felt under the weather.","சரி, நான் நிச்சயமாக வானிலை கீழ் உணர்ந்தேன்."
" It seems you have some inflammation in your knees. However, I cannot feel anything broken.","உங்கள் முழங்கால்களில் சில வீக்கம் இருப்பதாக தெரிகிறது. இருப்பினும், உடைந்த எதையும் என்னால் உணர முடியவில்லை."
I will prescribe you some ibuprofen. ,நான் உங்களுக்கு இப்யூபுரூஃபனை பரிந்துரைப்பேன்.
